HITId,Input.hit,item,prediction,annotation
3IKMEYR0LWVN2P0KPUE7P3BEWC7K2V,18,Answer.question-loading-task2,no,
3IKMEYR0LWVN2P0KPUE7P3BEWC7K2V,18,Answer.question-loading-task3,no,
3IKMEYR0LWVN2P0KPUE7P3BEWC7K2V,18,Answer.question-loading-task4,no,
3IKMEYR0LWVN2P0KPUE7P3BEWC7K2V,18,Answer.question-loading-task5,no,
3IKMEYR0LWVN2P0KPUE7P3BEWC7K2V,18,Answer.question-popup-task1,not,
3IKMEYR0LWVN2P0KPUE7P3BEWC7K2V,18,Answer.question-popup-task2,not,
3IKMEYR0LWVN2P0KPUE7P3BEWC7K2V,18,Answer.question-popup-task3,not,
3IKMEYR0LWVN2P0KPUE7P3BEWC7K2V,18,Answer.question-popup-task4,not,
3IKMEYR0LWVN2P0KPUE7P3BEWC7K2V,18,Answer.question-popup-task5,not,
3IKMEYR0LWVN2P0KPUE7P3BEWC7K2V,18,Answer.question-pornographic-task1,no,
3IKMEYR0LWVN2P0KPUE7P3BEWC7K2V,18,Answer.question-pornographic-task2,no,
3IKMEYR0LWVN2P0KPUE7P3BEWC7K2V,18,Answer.question-pornographic-task3,no,
3IKMEYR0LWVN2P0KPUE7P3BEWC7K2V,18,Answer.question-pornographic-task4,no,
3IKMEYR0LWVN2P0KPUE7P3BEWC7K2V,18,Answer.question-pornographic-task5,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-ad-task1,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-ad-task2,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-ad-task3,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-ad-task4,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-ad-task5,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-blank-task1,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-blank-task2,yes,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-blank-task3,yes,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-blank-task4,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-blank-task5,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-captcha-task1,not,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-captcha-task2,not,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-captcha-task3,not,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-captcha-task4,not,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-captcha-task5,not,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-cutoff-task1,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-cutoff-task2,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-cutoff-task3,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-cutoff-task4,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-cutoff-task5,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-error-task1,not,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-error-task2,not,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-error-task3,not,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-error-task4,not,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-error-task5,not,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-loading-task1,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-loading-task2,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-loading-task3,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-loading-task4,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-loading-task5,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-popup-task1,not,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-popup-task2,not,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-popup-task3,not,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-popup-task4,not,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-popup-task5,not,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-pornographic-task1,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-pornographic-task2,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-pornographic-task3,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-pornographic-task4,no,
3AFT28WXLF2A31Z1CPRSJ0Z45DEOIU,44,Answer.question-pornographic-task5,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-ad-task1,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-ad-task2,yes,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-ad-task3,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-ad-task4,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-ad-task5,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-blank-task1,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-blank-task2,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-blank-task3,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-blank-task4,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-blank-task5,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-captcha-task1,not,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-captcha-task2,not,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-captcha-task3,not,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-captcha-task4,not,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-captcha-task5,not,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-cutoff-task1,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-cutoff-task2,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-cutoff-task3,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-cutoff-task4,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-cutoff-task5,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-error-task1,not,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-error-task2,not,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-error-task3,not,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-error-task4,not,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-error-task5,not,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-loading-task1,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-loading-task2,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-loading-task3,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-loading-task4,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-loading-task5,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-popup-task1,not,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-popup-task2,not,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-popup-task3,not,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-popup-task4,not,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-popup-task5,not,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-pornographic-task1,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-pornographic-task2,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-pornographic-task3,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-pornographic-task4,no,
3JU8CV4BRLC2KNM5PKHCSX0GRR9OP6,83,Answer.question-pornographic-task5,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-ad-task1,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-ad-task2,yes,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-ad-task3,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-ad-task4,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-ad-task5,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-blank-task1,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-blank-task2,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-blank-task3,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-blank-task4,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-blank-task5,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-captcha-task1,not,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-captcha-task2,not,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-captcha-task3,not,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-captcha-task4,not,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-captcha-task5,not,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-cutoff-task1,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-cutoff-task2,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-cutoff-task3,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-cutoff-task4,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-cutoff-task5,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-error-task1,not,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-error-task2,not,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-error-task3,not,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-error-task4,not,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-error-task5,not,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-loading-task1,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-loading-task2,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-loading-task3,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-loading-task4,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-loading-task5,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-popup-task1,not,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-popup-task2,not,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-popup-task3,not,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-popup-task4,not,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-popup-task5,not,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-pornographic-task1,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-pornographic-task2,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-pornographic-task3,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-pornographic-task4,no,
3YLTXLH3DF6SS60IL7MM8O3FF5VHPB,17,Answer.question-pornographic-task5,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-ad-task1,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-ad-task2,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-ad-task3,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-ad-task4,yes,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-ad-task5,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-blank-task1,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-blank-task2,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-blank-task3,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-blank-task4,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-blank-task5,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-captcha-task1,not,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-captcha-task2,not,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-captcha-task3,not,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-captcha-task4,not,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-captcha-task5,not,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-cutoff-task1,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-cutoff-task2,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-cutoff-task3,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-cutoff-task4,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-cutoff-task5,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-error-task1,not,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-error-task2,very,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-error-task3,not,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-error-task4,not,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-error-task5,not,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-loading-task1,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-loading-task2,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-loading-task3,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-loading-task4,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-loading-task5,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-popup-task1,not,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-popup-task2,not,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-popup-task3,not,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-popup-task4,not,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-popup-task5,not,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-pornographic-task1,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-pornographic-task2,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-pornographic-task3,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-pornographic-task4,no,
34ZTTGSNJXODSI1XLK1B8TTPK1HHQ2,25,Answer.question-pornographic-task5,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-ad-task1,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-ad-task2,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-ad-task3,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-ad-task4,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-ad-task5,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-blank-task1,yes,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-blank-task2,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-blank-task3,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-blank-task4,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-blank-task5,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-captcha-task1,not,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-captcha-task2,not,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-captcha-task3,not,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-captcha-task4,not,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-captcha-task5,not,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-cutoff-task1,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-cutoff-task2,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-cutoff-task3,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-cutoff-task4,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-cutoff-task5,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-error-task1,not,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-error-task2,not,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-error-task3,not,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-error-task4,not,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-error-task5,not,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-loading-task1,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-loading-task2,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-loading-task3,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-loading-task4,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-loading-task5,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-popup-task1,not,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-popup-task2,not,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-popup-task3,not,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-popup-task4,not,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-popup-task5,not,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-pornographic-task1,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-pornographic-task2,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-pornographic-task3,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-pornographic-task4,no,
3JTPR5MTZSCF1MJ77DG5NAEQGMYK5W,24,Answer.question-pornographic-task5,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-ad-task1,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-ad-task2,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-ad-task3,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-ad-task4,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-ad-task5,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-blank-task1,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-blank-task2,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-blank-task3,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-blank-task4,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-blank-task5,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-captcha-task1,not,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-captcha-task2,not,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-captcha-task3,not,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-captcha-task4,not,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-captcha-task5,not,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-cutoff-task1,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-cutoff-task2,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-cutoff-task3,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-cutoff-task4,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-cutoff-task5,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-error-task1,not,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-error-task2,not,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-error-task3,not,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-error-task4,not,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-error-task5,not,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-loading-task1,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-loading-task2,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-loading-task3,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-loading-task4,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-loading-task5,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-popup-task1,not,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-popup-task2,not,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-popup-task3,not,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-popup-task4,not,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-popup-task5,not,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-pornographic-task1,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-pornographic-task2,yes,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-pornographic-task3,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-pornographic-task4,no,
3I7KR83SNADY29LJA3TMZQJS2IHK9N,65,Answer.question-pornographic-task5,yes,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-ad-task1,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-ad-task2,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-ad-task3,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-ad-task4,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-ad-task5,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-blank-task1,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-blank-task2,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-blank-task3,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-blank-task4,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-blank-task5,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-captcha-task1,not,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-captcha-task2,not,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-captcha-task3,not,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-captcha-task4,not,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-captcha-task5,not,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-cutoff-task1,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-cutoff-task2,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-cutoff-task3,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-cutoff-task4,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-cutoff-task5,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-error-task1,not,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-error-task2,not,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-error-task3,not,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-error-task4,not,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-error-task5,not,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-loading-task1,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-loading-task2,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-loading-task3,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-loading-task4,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-loading-task5,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-popup-task1,not,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-popup-task2,not,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-popup-task3,not,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-popup-task4,not,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-popup-task5,not,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-pornographic-task1,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-pornographic-task2,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-pornographic-task3,no,
3X52SWXE0X5RV7M3B1MGPREVVATWCC,52,Answer.question-pornographic-task4,no,
